Date,close,log_ret
2021-07-13,35672.984375,0.01339052699069627
2021-07-14,35667.8359375,-0.00014433356629162938
2021-07-15,35907.23046875,0.006689352478739536
2021-07-16,35751.38671875,-0.0043496233061740466
2021-07-19,35078.79296875,-0.018992298771755557
2021-07-20,34415.05078125,-0.019102767546682747
2021-07-22,34676.8984375,0.007579722756507133
2021-07-23,35033.9921875,0.010245081370308266
2021-07-26,34949.29296875,-0.002420556849137775
2021-07-27,34797.04296875,-0.004365827674899823
2021-07-28,34532.49609375,-0.007631614533839348
2021-07-29,34691.09765625,0.004582305870820393
2021-07-30,34583.94921875,-0.0030934233256504633
2021-08-02,34709.59765625,0.00362655920721171
2021-08-03,35207.0390625,0.014229797752244542
2021-08-04,36027.6328125,0.023040186165160223
2021-08-05,35834.33203125,-0.005379792992916907
2021-08-06,35808.83203125,-0.0007118613872103821
2021-08-09,36028.53125,0.006116591524970851
2021-08-10,36033.68359375,0.000142997096882122
2021-08-11,35805.98046875,-0.006339224730695897
2021-08-12,35936.6328125,0.003642256176932723
2021-08-13,36168.9296875,0.006443266527823694
2021-08-16,36094.08203125,-0.0020715351114119263
2021-08-17,35867.03125,-0.006310395277317982
2021-08-18,35554.0859375,-0.008763439375228714
2021-08-20,35033.4453125,-0.014751899025211708
2021-08-23,35123.98828125,0.002581138288005195
2021-08-24,35711.6875,0.01659369230222193
2021-08-25,35585.8359375,-0.00353032439674082
2021-08-26,35617.13671875,0.0008791987777640337
2021-08-27,35627.38671875,0.0002877414171970742
2021-08-30,36347.2265625,0.02000327096687959
2021-08-31,36424.1796875,0.0021149283117989724
2021-09-01,36573.875,0.004101356480737578
2021-09-02,36830.87109375,0.00700219420361771
2021-09-03,36760.72265625,-0.001906425861200215
2021-09-06,36591.92578125,-0.004602347060247881
2021-09-07,36468.375,-0.003382162342717743
2021-09-08,36767.7734375,0.008176293041859111
2021-09-09,36682.7734375,-0.0023144834602495104
2021-09-13,36471.375,-0.005779549908339769
2021-09-14,36612.625,0.003865419951659175
2021-09-15,36851.8203125,0.006511889029648277
2021-09-16,37668.1640625,0.02191026781355924
2021-09-17,37811.5078125,0.0037982126516244888
2021-09-20,37145.265625,-0.0177771721694232
2021-09-21,37235.41796875,0.0024240806494395984
2021-09-22,36944.21875,-0.00785123053891599
2021-09-23,37771.26171875,0.022139367763012317
2021-09-24,37829.859375,0.001550179868676714
2021-09-27,38170.8046875,0.008972226858850517
