Date,Close,High,Low,Open,Volume
2024-07-08,37742.25,37949.80078125,37582.69921875,37766.0,20600
2024-07-09,37668.6484375,37827.80078125,37603.8515625,37747.30078125,16000
2024-07-10,37280.75,37824.6484375,37110.3515625,37713.94921875,23500
2024-07-11,37332.6015625,37636.19921875,37108.3515625,37464.8515625,24500
2024-07-12,39023.0,39237.69921875,37825.25,37917.3515625,76200
2024-07-15,38911.3515625,39567.0,38831.6484375,39432.1015625,35300
2024-07-16,39141.5,39280.0,38730.55078125,39013.75,22100
2024-07-18,40010.3984375,40075.69921875,39010.3515625,39010.3515625,41700
2024-07-19,39923.30078125,40682.69921875,39833.1015625,40682.69921875,63900
2024-07-22,39773.1484375,39945.5,39418.44921875,39664.8515625,57200
2024-07-23,40044.69921875,40193.8515625,39081.30078125,39773.75,30800
2024-07-24,40115.05078125,40282.1015625,39918.75,40003.0,21200
2024-07-25,40055.5,40198.6484375,39693.6015625,39809.80078125,27700
2024-07-26,40977.3515625,41073.6484375,40081.8984375,40164.44921875,42900
2024-07-29,40820.1015625,41381.1015625,40691.3515625,41220.75,18100
2024-07-30,40776.3515625,40889.8984375,40561.6015625,40827.1015625,14500
2024-07-31,40851.1015625,41074.05078125,40657.05078125,40728.75,17800
2024-08-01,40709.3984375,41036.05078125,40537.19921875,40862.3984375,20100
2024-08-02,39730.30078125,40632.25,39662.6484375,40346.55078125,24200
2024-08-05,38435.94921875,39044.69921875,37829.1015625,38822.55078125,33000
2024-08-06,38624.19921875,39395.3984375,38551.69921875,38565.8515625,21500
2024-08-07,39194.80078125,39427.1015625,38882.94921875,39269.05078125,16000
2024-08-08,38448.30078125,39098.75,38371.1484375,39030.5,21600
2024-08-09,39043.30078125,39252.3984375,38931.8515625,39007.69921875,13900
2024-08-12,39109.55078125,39329.05078125,38747.8515625,39038.94921875,13600
2024-08-13,39114.8515625,39383.30078125,38972.69921875,39198.25,12400
2024-08-14,39731.25,39767.1484375,39177.69921875,39259.69921875,24100
2024-08-16,40878.25,40927.1484375,40063.8984375,40287.30078125,33700
2024-08-19,41236.8515625,41271.6015625,40736.55078125,40940.8984375,16300
2024-08-20,41572.80078125,41746.55078125,41366.19921875,41421.25,17900
2024-08-21,41570.8515625,41603.6015625,41368.05078125,41532.05078125,11500
2024-08-22,41506.19921875,41834.0,41406.19921875,41735.25,17000
2024-08-23,41089.8515625,41548.75,41029.5,41492.75,16900
2024-08-26,41662.1015625,41820.8984375,41319.05078125,41343.44921875,21200
2024-08-27,41709.25,41936.69921875,41589.8515625,41696.8515625,14800
2024-08-28,42394.3984375,42717.1484375,41594.8984375,41792.8984375,37800
2024-08-29,42591.6484375,42790.30078125,42151.5,42191.1015625,31500
